ID,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Education_Int,Marital_Status_Int,Children,MntTotalSpent,Age,NumTotalPurchases,Seniority
9738,42386.0,43,65,4,16,0,4,11,3,0,3,8,0,3,1,1,100,37,6,2
7119,68627.0,45,395,15,263,60,54,38,2,3,6,1,0,2,0,0,825,41,11,2
3924,57912.0,34,801,0,80,0,0,35,8,3,12,5,0,4,3,1,916,58,23,1
5827,35246.0,53,36,0,12,2,2,10,3,1,3,5,0,2,3,2,62,65,7,1
5596,58821.0,44,513,14,154,19,0,28,9,2,9,6,0,1,1,1,728,67,20,2
10812,46377.0,89,37,0,46,4,3,0,2,1,3,4,0,4,2,1,90,45,6,1
1717,39747.0,43,80,15,93,20,13,52,5,1,4,8,0,2,0,1,273,35,10,1
9491,23976.0,68,14,1,21,2,3,25,3,1,3,7,0,2,1,1,66,39,7,2
9274,80950.0,44,525,147,112,219,147,63,6,7,9,2,0,3,2,0,1213,62,22,2
6609,27038.0,64,1,26,25,17,23,15,3,0,3,9,0,2,4,0,107,57,6,3
6963,77457.0,85,675,11,400,15,45,11,2,5,10,1,0,2,0,0,1157,76,17,1
4440,64100.0,93,509,0,27,0,0,10,8,3,6,7,0,3,2,1,546,59,17,2
1379,42670.0,12,154,2,46,20,4,15,4,2,4,4,0,3,1,0,241,31,10,2
10032,12571.0,86,3,5,14,2,12,17,3,1,3,6,0,2,3,1,53,47,7,1
2826,22574.0,28,25,0,8,2,0,2,2,0,3,7,0,2,2,3,37,56,5,2
2437,,69,861,138,461,60,30,61,6,5,12,3,0,2,2,0,1611,34,23,2
6320,70893.0,42,768,44,561,77,44,14,6,6,10,3,0,3,0,0,1508,47,22,2
3050,54198.0,13,185,0,28,3,2,17,3,1,6,4,0,2,2,2,235,57,10,2
231,28839.0,86,24,0,7,0,0,1,2,0,3,5,0,3,1,2,32,67,5,1
2392,40321.0,59,44,4,21,6,0,27,3,0,3,7,0,2,2,2,102,51,6,2
9478,66503.0,30,91,64,128,65,3,50,4,3,6,3,0,2,0,1,401,38,13,3
113,30833.0,33,11,0,7,3,1,6,1,0,3,5,0,2,2,2,28,72,4,2
2863,,67,738,20,172,52,50,20,2,3,10,7,0,2,0,3,1052,53,15,2
1802,64795.0,23,412,5,119,38,29,77,3,3,12,2,0,2,2,1,680,52,18,2
520,34421.0,81,3,3,7,6,2,9,1,0,2,7,0,2,2,1,30,49,3,2
8275,47025.0,6,16,0,3,0,0,1,1,0,2,7,0,4,3,2,20,58,3,1
9750,64325.0,41,731,60,353,78,12,73,10,3,5,7,0,4,3,1,1307,62,18,2
2607,40464.0,78,424,17,118,7,23,41,8,2,8,8,0,2,0,1,630,70,18,2
7214,62187.0,49,792,0,275,45,45,126,4,8,5,3,0,2,2,0,1283,66,17,2
5835,14849.0,39,21,2,28,3,2,9,2,0,4,8,0,4,3,1,65,47,6,2
3896,27255.0,3,22,1,11,0,1,2,1,0,3,7,0,2,2,1,37,39,4,2
10350,54432.0,37,33,0,5,0,0,0,1,0,3,4,0,4,2,3,38,73,4,2
7786,29999.0,22,68,7,59,10,5,11,3,1,4,8,0,4,0,1,160,37,8,2
2861,24072.0,79,9,1,6,3,0,4,1,0,2,8,0,2,0,1,23,40,3,2
663,33996.0,46,40,2,15,8,0,6,1,1,3,4,0,4,0,0,71,34,5,2
10675,66334.0,82,909,11,218,0,0,23,9,3,5,5,0,4,2,1,1161,67,17,2
2521,35178.0,10,23,1,13,2,2,18,1,1,2,7,0,3,2,1,59,52,4,2
9592,22010.0,51,11,2,9,3,0,8,2,0,3,8,0,2,1,1,33,40,5,2
10151,62204.0,38,317,46,247,151,46,139,4,5,12,3,0,2,3,2,946,63,21,3
7381,75693.0,10,797,153,293,72,97,30,11,4,6,4,0,2,3,0,1442,55,21,3
4099,30675.0,14,10,2,16,11,2,21,1,0,3,8,0,2,2,1,62,51,4,3
9560,83003.0,18,856,61,570,40,25,122,7,6,8,3,0,2,1,0,1674,58,21,2
1150,83532.0,36,755,144,562,104,64,224,4,6,4,1,0,4,1,0,1853,124,14,2
10172,68655.0,95,456,19,832,75,118,38,4,5,11,3,0,2,0,0,1538,35,20,3
11191,41411.0,11,37,32,38,11,3,18,2,1,4,6,0,2,3,0,139,37,7,2
9707,55212.0,65,1103,0,45,0,0,34,4,2,11,8,0,4,2,1,1182,54,17,3
6245,59292.0,71,378,14,68,19,14,14,3,5,8,3,0,4,1,1,507,73,16,2
8234,27190.0,13,1,6,7,0,1,3,1,0,2,8,0,0,1,1,18,50,3,2
1411,82623.0,58,204,34,204,172,153,173,2,9,4,1,0,2,3,0,940,71,15,2
8553,44300.0,65,30,0,9,0,0,3,1,0,3,6,0,2,2,2,42,58,4,2
1826,84835.0,0,189,104,379,111,189,218,4,4,6,1,0,2,3,0,1190,53,14,1
8842,30372.0,33,15,0,12,7,3,7,2,0,3,7,0,2,4,2,44,52,5,3
11030,33181.0,90,9,0,3,0,0,4,1,0,2,6,0,3,2,1,16,47,3,1
2579,71113.0,95,495,33,255,11,33,8,6,7,9,4,0,2,2,1,835,66,22,2
175,71952.0,93,656,80,455,52,107,93,8,4,8,4,0,2,2,1,1443,37,20,2
9185,69759.0,38,452,20,514,13,30,0,4,6,5,3,0,4,0,0,1029,57,15,2
11056,72099.0,18,546,91,410,119,0,22,3,4,10,1,0,2,2,0,1188,49,17,3
9365,60000.0,57,1048,0,217,0,0,12,11,3,5,6,0,4,0,1,1277,47,19,3
6201,38643.0,45,22,2,14,0,1,10,2,0,3,7,1,2,0,2,49,45,5,2
2061,50737.0,61,78,0,11,0,0,10,2,0,4,6,0,2,2,1,99,68,6,2
6184,68462.0,6,561,64,785,84,128,48,3,3,8,1,0,4,2,0,1670,54,14,3
6142,65073.0,65,629,17,177,69,0,8,5,3,5,2,1,3,2,0,900,80,13,2
4107,46681.0,52,269,15,69,15,19,38,4,6,4,5,0,4,1,2,425,75,14,2
7274,78618.0,87,736,163,818,212,163,61,4,7,10,2,0,2,2,0,2153,66,21,3
9336,62187.0,38,512,0,83,0,0,41,6,2,10,4,0,4,4,1,636,54,18,1
2958,28442.0,53,19,3,10,11,8,6,2,1,4,4,0,2,2,2,57,45,7,1
933,37717.0,31,9,0,6,4,1,5,1,0,2,9,0,4,2,1,25,45,3,3
5837,51479.0,67,247,8,160,6,8,65,6,3,6,7,0,2,2,2,494,56,15,3
10704,54803.0,65,404,0,92,28,27,142,6,2,9,4,0,2,0,1,693,54,17,3
5125,79530.0,64,333,0,815,129,42,29,4,10,11,2,0,2,2,0,1348,63,25,2
4432,31615.0,82,2,3,20,6,11,9,2,0,3,7,0,2,3,1,51,47,5,2
5955,72025.0,27,833,33,549,151,133,233,4,3,8,3,0,2,1,0,1932,61,15,3
2928,52614.0,63,789,0,142,12,9,38,2,4,8,8,0,4,0,1,990,48,14,3
5680,35684.0,66,10,4,7,0,6,3,1,0,3,6,0,1,2,1,30,39,4,1
10313,48178.0,69,159,4,45,6,2,38,5,1,4,8,0,2,2,2,254,48,10,3
2557,29548.0,52,7,1,6,3,1,11,1,1,2,4,0,3,0,1,29,53,4,2
1245,63810.0,45,977,12,253,16,12,101,4,3,12,8,0,2,0,1,1371,57,19,3
1519,38578.0,2,38,4,22,3,3,3,3,0,3,8,0,4,0,2,73,51,6,2
10703,46098.0,86,57,0,27,0,0,36,3,2,2,8,0,3,0,2,120,48,7,3
1726,22585.0,23,3,9,15,13,2,39,1,1,2,9,0,2,0,0,81,53,4,2
4459,30279.0,13,10,4,14,4,4,1,1,0,3,8,0,2,0,1,37,34,4,3
1729,66426.0,14,1043,24,97,32,24,157,3,5,10,6,0,4,1,1,1377,62,18,2
1517,30822.0,92,3,9,13,2,12,12,1,0,3,7,0,2,0,1,51,54,4,2
2098,33581.0,38,11,0,5,0,0,1,1,0,2,8,0,4,2,2,17,54,3,2
9543,19986.0,74,3,6,5,0,2,6,0,0,3,7,0,2,2,1,22,38,3,2
6878,27421.0,14,43,12,96,78,40,55,4,1,6,7,0,2,4,0,324,69,11,3
3310,35688.0,94,73,3,90,12,1,32,4,1,4,8,0,1,2,3,211,50,9,3
2724,36143.0,33,12,0,1,0,0,6,0,1,2,3,0,3,0,1,19,42,3,1
948,10245.0,32,4,7,7,6,4,13,1,2,2,5,0,2,0,1,41,52,5,2
6720,43795.0,11,314,11,53,4,3,107,7,3,4,7,0,3,1,1,492,55,14,2
6202,63381.0,78,571,50,142,33,50,159,4,5,13,2,0,2,1,1,1005,63,22,3
2066,38823.0,56,70,0,11,2,8,23,2,1,3,6,0,2,1,1,114,74,6,3
9799,83664.0,57,866,21,151,28,21,86,2,2,12,5,0,4,3,2,1173,55,16,2
8318,90300.0,7,594,134,786,33,134,57,5,6,8,1,0,2,1,0,1738,44,19,1
5642,62499.0,0,140,4,61,0,13,4,3,1,6,4,0,3,1,1,222,44,10,2
2669,74293.0,66,375,152,335,93,91,81,5,4,6,2,0,2,0,0,1127,30,15,1
455,51012.0,86,102,9,63,2,9,24,4,1,4,6,0,4,2,0,209,77,9,2
7683,70777.0,80,554,35,113,0,7,78,5,3,12,3,0,3,2,1,787,55,20,1
3428,68682.0,56,919,0,505,99,30,45,4,9,10,2,0,4,1,0,1598,32,23,2
7414,43824.0,18,96,1,42,12,3,32,3,1,4,8,0,2,2,2,186,52,8,3
6354,15345.0,51,5,2,16,3,2,19,1,1,2,8,0,2,1,1,47,39,4,3
798,23442.0,71,2,0,6,8,6,5,1,0,3,7,0,2,0,1,27,36,4,3
8213,14515.0,71,6,4,9,6,36,35,2,2,3,7,0,1,1,1,96,43,7,3
2488,31395.0,80,23,1,25,0,8,7,2,1,3,6,0,1,3,2,64,67,6,2
9999,75276.0,2,610,105,125,137,42,21,9,4,9,5,0,2,1,0,1040,58,22,3
7617,42373.0,83,67,5,61,3,8,19,2,1,5,5,0,2,0,2,163,49,8,2
615,30507.0,29,65,36,74,38,20,110,5,1,4,7,0,2,1,0,343,63,10,2
2552,55521.0,11,416,0,26,0,0,4,6,3,6,7,0,4,0,3,446,68,15,2
194,48006.0,55,23,0,11,3,2,2,1,0,3,6,0,2,2,2,41,58,4,1
3645,27213.0,19,19,3,26,10,9,3,2,0,4,8,0,4,0,1,70,51,6,3
8890,65808.0,1,155,7,80,13,7,10,5,1,5,6,0,4,3,2,272,52,11,1
5049,30351.0,19,14,0,24,3,3,2,3,0,2,9,0,4,1,1,46,49,5,2
9973,50437.0,28,370,9,92,6,9,4,7,1,8,7,0,2,2,2,490,60,16,3
7301,23616.0,76,4,22,11,3,7,32,3,0,3,8,0,1,0,1,79,41,6,3
10882,53858.0,50,407,53,221,58,150,26,4,3,6,4,0,2,2,1,915,47,13,3
7030,66465.0,1,1200,0,204,38,29,14,11,9,12,6,0,4,2,1,1485,68,32,2
7422,46923.0,90,85,44,54,102,78,6,5,1,7,7,0,2,0,1,369,36,13,3
3523,75072.0,83,583,34,309,0,22,125,5,4,8,3,0,2,1,1,1073,61,17,2
7106,75865.0,73,483,0,591,156,0,12,3,5,10,1,0,4,2,0,1242,80,18,1
6504,19789.0,24,2,5,9,28,6,28,2,1,3,5,0,1,1,1,78,48,6,2
5067,80134.0,11,966,26,282,52,26,26,2,7,11,5,0,2,1,0,1378,29,20,1
4216,91065.0,33,822,114,108,179,137,114,7,9,9,3,0,2,0,0,1474,42,25,2
8581,49505.0,4,604,0,100,19,0,28,10,2,8,8,0,3,2,2,751,52,20,2
5929,37401.0,14,19,3,19,3,1,3,2,0,3,7,0,4,2,1,48,50,5,1
3129,30096.0,30,5,3,11,12,5,9,2,0,3,6,0,2,2,1,45,40,5,1
6528,18492.0,75,2,2,2,2,1,1,1,0,2,8,0,3,1,1,10,41,3,1
1361,82584.0,26,1076,68,103,29,91,68,3,4,8,1,0,3,2,0,1435,49,15,2
6932,93027.0,77,1285,42,716,55,0,21,7,10,5,2,0,4,2,0,2119,82,22,2
7284,48686.0,8,10,0,7,2,0,1,1,0,2,8,0,2,2,3,20,70,3,2
1340,92910.0,42,551,137,792,179,103,33,6,7,13,1,0,2,2,0,1795,37,26,1
8746,75433.0,28,800,0,297,0,34,57,2,5,10,6,0,2,2,1,1188,34,17,1
5987,10404.0,52,2,2,11,10,6,12,1,0,4,5,0,1,1,1,43,34,5,1
3767,61314.0,1,378,0,189,97,172,172,5,5,12,3,0,2,2,1,1008,55,22,2
3725,84865.0,1,1248,16,349,43,16,16,2,4,9,4,0,4,0,0,1688,62,15,2
4324,42387.0,42,235,0,235,19,4,191,8,1,7,8,0,2,2,1,684,34,16,3
238,67309.0,76,515,47,181,149,95,95,9,6,9,7,0,1,1,2,1082,56,24,2
6694,75236.0,27,438,66,400,12,38,114,8,3,13,4,0,2,2,1,1068,59,24,2
498,30015.0,28,25,0,22,2,3,5,1,0,4,5,0,2,0,1,57,53,5,1
9347,50943.0,49,31,0,7,2,0,6,1,0,3,5,0,3,1,1,46,67,4,2
9699,67272.0,12,357,35,271,28,28,14,6,2,12,5,0,2,3,1,733,57,20,2
10664,51529.0,14,400,4,35,6,0,22,9,1,5,8,0,3,4,1,467,74,15,2
5455,32011.0,89,99,0,15,2,1,5,2,1,4,7,0,4,2,1,122,52,7,2
456,7500.0,96,1,11,5,4,6,9,2,0,3,8,0,1,2,1,36,37,5,2
5012,28691.0,56,5,4,13,8,0,4,1,0,3,8,0,2,2,1,34,34,4,2
7495,56223.0,72,77,28,31,16,0,4,2,1,5,4,0,4,2,1,156,75,8,2
5029,18100.0,14,3,1,2,4,3,1,0,0,3,5,0,2,2,0,14,77,3,2
10642,30279.0,13,10,4,14,4,4,1,1,0,3,8,0,2,0,1,37,34,4,3
2106,20130.0,99,0,6,3,7,6,12,1,0,3,8,0,1,2,0,34,49,4,1
10364,23295.0,72,0,0,1,2,12,5,1,0,2,8,0,2,3,0,20,64,3,2
5954,42618.0,92,76,14,74,13,5,10,5,0,4,8,0,3,3,1,192,51,9,2
1137,81246.0,87,398,190,537,61,156,37,4,5,7,1,0,2,0,0,1379,59,16,2
2541,24027.0,7,14,7,11,11,0,5,2,0,3,8,0,2,2,1,48,47,5,2
1142,55707.0,91,208,7,82,30,66,35,3,2,9,3,0,4,2,1,428,70,14,2
2276,57959.0,71,430,16,322,43,24,33,4,7,11,3,0,2,0,1,868,68,22,2
2807,56796.0,24,656,38,161,62,47,37,8,9,7,7,0,2,2,1,1001,54,24,2
6471,36230.0,17,14,2,30,8,2,3,2,0,4,5,0,3,0,1,59,52,6,2
6131,70829.0,87,141,70,106,72,19,23,4,2,8,3,0,1,2,2,431,43,14,2
6233,65991.0,21,507,19,364,25,47,9,9,5,10,7,0,2,2,1,971,47,24,3
4148,38988.0,90,164,24,103,12,3,42,5,1,6,8,0,2,2,3,348,51,12,3
4947,89572.0,44,606,24,974,197,194,64,7,7,9,4,0,1,0,0,2059,57,23,3
3225,42207.0,71,116,11,72,3,17,46,4,1,5,6,0,3,2,1,265,39,10,2
7540,50300.0,52,143,15,60,24,23,5,2,1,8,2,0,2,2,1,270,71,11,1
10648,66664.0,78,398,96,447,220,96,32,5,7,6,3,0,1,1,0,1289,41,18,3
1992,60597.0,2,522,0,257,32,16,66,2,2,8,7,0,2,2,1,893,59,12,1
7851,70165.0,60,161,0,253,199,191,122,3,7,11,1,0,2,4,0,926,74,21,2
8594,50520.0,25,112,0,6,2,1,14,3,1,3,6,0,4,4,1,135,65,7,1
7059,80124.0,47,483,84,398,205,84,241,3,7,8,1,0,2,2,0,1495,60,18,1
2815,33183.0,46,7,5,39,17,15,37,4,0,3,7,0,2,2,1,120,48,7,1
2416,66582.0,83,789,25,420,16,38,0,2,8,9,1,0,4,0,0,1288,54,19,1
7999,75261.0,17,1239,17,413,23,34,17,5,6,5,2,0,4,1,0,1743,68,16,2
9213,31880.0,13,4,1,5,2,0,3,1,0,2,8,0,2,4,1,15,53,3,3
9697,53790.0,86,335,42,127,28,5,5,7,2,8,6,0,2,2,2,542,72,17,1
3916,49269.0,92,639,8,166,11,8,58,7,3,12,7,0,4,1,1,890,52,22,3
2021,61456.0,47,563,76,384,84,192,89,6,10,13,4,0,2,2,1,1388,48,29,2
1581,37406.0,18,2,0,8,2,2,3,1,0,2,8,0,2,2,1,17,43,3,2
564,56937.0,81,746,8,125,11,8,8,8,6,9,6,0,4,1,1,906,42,23,3
6619,38415.0,91,22,1,13,4,0,4,1,0,3,7,0,2,2,2,44,45,4,2
9081,20518.0,58,4,1,6,4,1,9,1,1,2,5,0,2,0,1,25,35,4,1
178,62503.0,40,478,0,193,110,75,117,8,3,11,5,0,2,2,1,973,67,22,2
916,41644.0,67,20,3,4,2,0,2,1,0,3,3,0,4,0,2,31,51,4,1
5512,55842.0,19,451,0,39,0,4,24,7,1,8,5,0,3,2,1,518,46,16,1
8970,62010.0,93,371,22,39,6,0,92,6,2,7,5,0,4,2,1,530,51,15,3
10581,41124.0,41,281,7,84,15,0,119,7,3,4,8,0,2,2,1,506,46,14,3
5300,38961.0,60,19,7,19,0,1,24,2,1,2,7,0,3,2,1,70,50,5,2
5154,37760.0,54,26,3,13,2,10,0,2,0,3,6,0,3,3,1,54,51,5,2
8346,32233.0,26,138,15,35,25,11,72,6,2,2,9,0,2,0,1,296,49,10,3
1676,43057.0,30,213,2,44,0,2,5,4,2,5,5,0,2,2,1,266,48,11,2
9286,83151.0,93,407,28,100,120,74,18,5,9,4,3,0,3,1,0,747,63,18,3
2426,78825.0,35,483,74,114,169,37,18,5,10,13,3,0,4,3,0,895,59,28,3
5172,65104.0,4,738,0,232,13,20,50,3,5,7,7,0,3,1,1,1053,47,15,2
5562,60093.0,92,502,12,109,16,6,90,7,2,10,6,0,2,2,1,735,49,19,2
3436,14045.0,24,11,0,5,2,1,1,1,0,3,7,0,2,2,1,20,54,4,1
3921,28457.0,96,24,1,108,29,29,14,4,1,4,8,0,1,4,0,205,71,9,3
3403,78952.0,11,1170,19,594,99,76,134,2,5,12,6,0,4,1,1,2092,65,19,3
22,46310.0,99,185,2,88,15,5,14,6,1,5,8,0,2,3,1,309,47,12,3
10965,76005.0,72,983,20,389,240,50,40,3,5,13,6,0,2,1,0,1722,68,21,2
9426,58308.0,77,691,0,69,10,0,130,2,6,3,8,0,3,0,1,900,59,11,2
6605,55614.0,85,504,13,131,8,0,26,9,4,6,7,0,4,3,0,682,79,19,2
3136,59432.0,88,317,25,265,25,19,12,5,3,11,5,0,3,3,1,663,61,19,2
8737,55563.0,22,29,1,9,2,0,2,2,0,3,3,0,2,3,1,43,45,5,1
11088,78642.0,83,1396,0,322,46,35,17,4,9,4,6,0,4,1,1,1816,52,17,2
716,67911.0,63,529,0,356,63,28,0,6,7,11,3,0,4,1,1,976,74,24,1
466,65275.0,9,388,14,218,91,14,21,4,3,13,2,0,2,2,0,746,79,20,2
9135,27203.0,92,13,2,21,4,0,24,1,1,2,8,0,2,1,2,64,73,4,3
10623,48330.0,2,28,0,4,0,0,0,1,0,3,5,0,3,1,1,32,62,4,2
8151,24279.0,6,16,36,21,20,62,108,4,1,3,8,0,0,2,0,263,33,8,3
5140,64355.0,66,1047,0,140,67,38,153,4,3,12,8,0,4,2,1,1445,38,19,3
10160,50943.0,49,31,0,7,2,0,6,1,0,3,5,0,3,1,1,46,67,4,2
4945,53653.0,29,815,10,239,28,10,108,10,4,12,6,0,2,4,0,1210,70,26,3
10584,65665.0,77,225,162,387,106,36,29,5,10,8,3,0,2,2,1,945,47,23,2
6071,81217.0,77,493,70,324,146,40,84,3,7,11,1,0,2,0,0,1157,34,21,2
3386,34935.0,71,34,4,66,3,10,20,2,1,4,7,0,2,2,0,137,31,7,2
8939,61250.0,49,382,138,65,60,26,59,5,2,12,5,0,2,3,1,730,64,19,3
9925,39665.0,97,127,1,56,0,1,31,4,2,3,7,0,4,1,1,216,42,9,2
4320,60152.0,6,325,83,300,86,58,91,6,4,12,3,0,2,0,1,943,44,22,2
5389,48920.0,93,238,17,68,8,10,6,6,2,5,7,0,2,2,2,347,59,13,2
6036,89120.0,78,1168,92,408,72,129,55,5,6,7,1,0,3,1,0,1924,64,18,1
182,44124.0,62,284,0,55,0,6,52,6,2,5,8,0,4,1,1,397,77,13,2
203,81169.0,47,1288,20,613,80,61,27,5,7,9,2,0,3,0,0,2089,48,21,2
11025,36443.0,9,65,0,46,4,3,20,3,1,3,8,0,2,2,2,138,62,7,2
10203,26095.0,77,11,7,9,3,1,11,1,0,3,7,0,2,0,1,42,33,4,2
4607,71367.0,24,227,23,389,42,21,75,4,5,7,2,0,2,1,0,777,64,16,2
3711,80184.0,19,1035,134,670,25,38,0,6,3,10,3,0,3,2,0,1902,79,19,1
3696,30630.0,67,27,1,12,2,0,10,2,0,3,7,0,2,3,2,52,58,5,1
2532,73454.0,95,982,73,351,56,14,175,2,4,6,5,0,3,0,0,1651,36,12,1
9214,42691.0,48,179,2,64,38,17,58,5,1,6,5,0,2,2,0,358,32,12,2
4943,70503.0,73,1379,33,216,0,33,66,2,4,9,6,0,2,2,0,1727,70,15,3
35,25545.0,35,32,1,64,16,12,85,2,2,3,6,0,2,2,1,210,36,7,3
2258,32880.0,76,8,4,15,7,6,2,1,0,3,8,0,2,2,1,42,37,4,3
4322,77863.0,20,881,38,319,16,25,12,4,5,10,2,0,4,1,0,1291,65,19,2
713,50353.0,72,141,15,153,67,31,35,4,4,6,3,0,3,2,0,442,46,14,1
4702,61839.0,20,1000,155,379,224,17,120,4,8,4,8,0,2,0,0,1895,59,16,3
3281,49154.0,69,206,10,67,30,27,71,4,1,8,6,0,4,2,2,411,63,13,2
702,47682.0,80,162,61,83,97,57,61,4,3,8,5,0,1,4,1,521,48,15,2
2004,72679.0,65,619,54,260,127,54,54,4,7,5,1,0,2,0,1,1168,54,16,2
4769,57954.0,52,456,4,24,0,0,9,8,2,6,7,0,3,1,2,493,46,16,1
4437,65316.0,65,112,6,92,3,9,38,3,2,5,4,0,2,2,2,260,61,10,2
8724,28567.0,57,11,3,22,2,2,6,2,0,3,6,0,2,0,1,46,41,5,2
10741,47352.0,70,172,12,112,8,0,15,6,1,5,7,0,3,1,1,319,72,12,2
1991,44931.0,0,78,0,11,0,0,7,2,1,3,5,0,2,1,1,96,56,6,1
6931,76982.0,19,464,151,292,65,60,30,8,3,4,4,0,2,3,0,1062,56,15,1
11096,57247.0,50,99,4,32,37,54,6,2,1,7,2,0,1,1,1,232,71,10,2
304,22944.0,67,19,3,19,4,5,26,3,0,3,7,0,3,0,1,76,42,6,2
3665,25315.0,46,1,9,8,11,3,22,3,0,3,8,0,1,1,1,54,46,6,2
10591,43638.0,37,63,10,83,7,19,19,4,1,4,7,0,2,4,1,201,54,9,3
5036,42710.0,38,252,3,42,4,3,102,4,5,3,6,0,4,0,1,406,39,12,3
5547,84169.0,9,1478,19,403,0,19,0,7,6,6,3,0,4,2,0,1919,41,19,2
7822,54058.0,56,198,18,252,32,108,54,4,6,8,3,0,2,1,1,662,47,18,2
8541,24683.0,98,8,4,10,6,7,6,2,0,4,5,0,1,2,1,41,33,6,1
10955,85620.0,68,416,46,925,60,107,46,3,6,4,1,0,2,4,0,1600,59,13,1
4368,47850.0,72,42,7,43,20,12,10,3,0,4,6,0,2,2,1,134,43,7,2
9671,19514.0,47,14,3,21,2,1,28,3,1,2,8,0,2,2,2,69,55,6,1
2256,27159.0,33,17,0,3,0,0,1,1,0,3,6,0,3,2,2,21,50,4,1
4279,39548.0,87,15,4,10,3,4,18,1,1,3,3,0,1,0,2,54,60,5,1
5371,21474.0,0,6,16,24,11,0,34,3,1,2,7,0,2,0,1,91,34,6,1
9240,60504.0,73,458,0,24,6,4,34,6,2,8,6,0,4,0,1,526,52,16,1
9460,22419.0,74,30,3,47,19,21,42,3,2,2,8,0,2,2,0,162,60,7,2
9504,81698.0,4,179,28,520,111,123,47,3,8,13,1,0,3,2,0,1008,74,24,2
8692,43462.0,50,90,17,97,15,6,15,4,1,5,8,0,2,1,2,240,71,10,3
448,54880.0,57,308,85,137,102,45,118,6,2,11,5,0,4,0,1,795,45,19,2
8314,79908.0,30,557,129,761,29,185,111,5,6,7,2,0,2,2,0,1772,41,18,2
8420,15315.0,27,7,4,13,15,8,17,2,0,4,5,0,1,2,0,64,53,6,2
3174,87771.0,61,1492,38,287,50,57,33,5,10,4,6,0,2,1,1,1957,64,19,2
7685,33039.0,4,30,8,12,8,8,12,2,0,4,5,0,2,2,1,78,45,6,2
3179,81741.0,75,249,153,940,58,134,38,6,6,7,2,0,2,0,0,1572,43,19,2
9780,71499.0,12,465,25,132,136,0,37,8,3,13,4,0,3,1,1,795,52,24,2
10681,62466.0,13,129,129,259,168,121,83,6,3,12,4,0,1,2,1,889,53,21,1
10232,48799.0,9,174,18,81,28,6,24,3,2,7,3,0,4,3,1,331,60,12,2
4184,52157.0,48,189,2,29,3,2,40,3,2,5,4,0,4,1,1,265,73,10,1
9120,66565.0,80,747,10,161,65,40,42,4,2,9,8,0,2,0,1,1065,61,15,3
891,29298.0,60,6,0,2,2,0,1,1,0,2,5,0,3,1,2,11,72,3,2
10381,47691.0,43,14,0,3,0,0,4,1,0,2,6,0,2,0,1,21,44,3,2
3525,38200.0,19,12,0,4,0,0,1,1,0,2,7,0,2,1,2,17,53,3,3
6818,44989.0,26,98,0,106,49,10,106,5,1,5,6,0,2,2,1,369,49,11,3
3526,38443.0,58,32,0,5,0,0,1,1,0,3,7,0,4,2,2,38,55,4,1
8181,38593.0,42,51,12,49,17,24,24,4,1,3,8,0,1,0,1,177,45,8,2
1029,64413.0,27,200,5,44,0,10,20,5,1,5,5,0,4,1,1,279,53,11,2
7369,36959.0,56,25,6,25,6,0,0,2,0,3,8,0,3,2,1,62,42,5,2
2574,61996.0,27,1050,12,144,0,0,24,6,4,8,5,0,4,2,1,1230,46,18,2
8159,51287.0,10,117,0,22,13,0,30,4,1,3,7,0,2,2,2,182,55,8,1
1160,13260.0,48,9,4,17,10,2,7,3,0,3,8,0,2,2,2,49,53,6,2
10242,47472.0,39,56,0,11,0,0,8,2,0,4,5,0,4,1,2,75,57,6,2
5253,54603.0,85,145,13,46,17,2,4,4,2,4,7,0,3,1,2,227,67,10,2
5966,45207.0,64,203,0,10,0,0,2,3,1,6,6,0,4,2,2,215,49,10,3
5314,40689.0,69,270,3,27,39,6,99,7,1,5,8,0,2,1,1,444,72,13,2
5081,47821.0,54,9,0,16,6,6,10,1,0,3,8,0,1,1,2,47,56,4,2
5123,27450.0,57,37,12,23,8,11,52,2,1,3,7,0,3,2,0,143,72,6,2
5756,39453.0,64,46,0,7,0,0,2,2,0,3,6,0,2,1,1,55,40,5,1
8036,26850.0,10,31,1,13,7,2,9,2,1,4,4,0,1,1,2,63,52,7,1
9058,79800.0,65,1060,21,530,32,0,224,5,11,5,3,0,2,4,0,1867,68,21,3
5057,61794.0,74,264,47,188,54,47,11,4,4,10,2,0,3,2,1,611,62,18,2
254,53863.0,4,399,4,30,6,4,30,7,1,7,7,0,2,1,1,473,68,15,1
4179,24221.0,94,8,9,9,2,5,22,1,1,3,4,0,2,1,0,55,64,5,2
3710,39684.0,41,19,0,35,6,4,17,2,1,2,7,1,4,0,1,81,39,5,3
7627,92163.0,25,817,183,797,106,163,20,5,11,5,2,0,3,2,0,2086,48,21,3
4501,69882.0,94,292,127,635,132,127,165,3,7,9,1,0,3,0,0,1478,58,19,2
6424,33178.0,9,12,6,2,11,2,16,1,0,3,4,0,2,1,1,49,46,4,1
3075,59973.0,47,130,30,168,20,34,0,3,4,7,1,0,4,2,0,382,51,14,2
4992,17459.0,12,6,4,16,3,10,30,3,1,2,7,0,3,1,1,69,48,6,2
